2023-03-20 08:28:51 | user1 | confidential_report_1.docx | edited
2023-03-27 09:20:26 | user2 | team_meeting_notes.txt | deleted
2023-03-04 15:35:00 | user1 | team_meeting_notes.txt | deleted
2023-03-28 21:44:35 | user1 | confidential_report_1.docx | deleted
2023-03-02 12:58:18 | user3 | confidential_report_1.docx | deleted
2023-03-25 02:55:22 | user2 | public_announcement.pdf | edited
2023-03-29 20:59:23 | user1 | employee_data.xlsx | deleted
2023-03-31 19:38:05 | user1 | confidential_report_1.docx | deleted
2023-03-30 04:00:30 | user4 | confidential_financials.xlsx | edited
2023-03-10 08:59:38 | user1 | confidential_financials.xlsx | viewed
2023-03-31 03:32:18 | user4 | confidential_financials.xlsx | edited
2023-03-23 10:49:48 | user3 | confidential_financials.xlsx | viewed
2023-03-25 04:52:54 | user4 | public_announcement.pdf | edited
2023-03-13 04:20:19 | user1 | confidential_financials.xlsx | deleted
2023-03-20 06:59:25 | user1 | team_meeting_notes.txt | edited
2023-03-16 00:05:59 | user3 | confidential_report_1.docx | edited
2023-03-14 02:18:02 | user3 | team_meeting_notes.txt | edited
2023-03-24 17:04:38 | user4 | employee_data.xlsx | deleted
2023-03-23 21:35:44 | user4 | employee_data.xlsx | edited
2023-03-31 13:53:10 | user1 | team_meeting_notes.txt | deleted
2023-03-15 05:09:09 | user3 | confidential_report_1.docx | deleted
2023-03-22 03:57:33 | user3 | confidential_financials.xlsx | viewed
2023-03-23 15:33:32 | user3 | public_announcement.pdf | viewed
2023-03-06 23:38:26 | user3 | employee_data.xlsx | edited
2023-03-20 17:47:43 | user3 | employee_data.xlsx | edited
2023-03-04 18:19:36 | user2 | public_announcement.pdf | edited
2023-03-09 08:00:13 | user1 | confidential_financials.xlsx | deleted
2023-03-30 16:05:55 | user3 | employee_data.xlsx | edited
2023-03-25 09:51:54 | user2 | confidential_report_1.docx | viewed
2023-03-21 23:58:06 | user2 | team_meeting_notes.txt | deleted
2023-03-15 14:45:36 | user3 | employee_data.xlsx | deleted
2023-03-07 06:07:53 | user2 | confidential_report_1.docx | viewed
2023-03-06 20:40:16 | user2 | team_meeting_notes.txt | deleted
2023-03-15 08:46:25 | user4 | confidential_report_1.docx | viewed
2023-03-25 05:33:07 | user1 | confidential_financials.xlsx | deleted
2023-03-24 22:41:54 | user4 | confidential_report_1.docx | deleted
2023-03-06 01:32:49 | user3 | confidential_report_1.docx | edited
2023-03-04 08:23:00 | user4 | team_meeting_notes.txt | edited
2023-03-05 09:45:02 | user3 | confidential_financials.xlsx | viewed
2023-03-07 06:51:56 | user3 | confidential_financials.xlsx | deleted
2023-03-07 01:21:49 | user1 | confidential_report_1.docx | viewed
2023-03-11 04:23:42 | user4 | public_announcement.pdf | edited
2023-03-21 07:23:35 | user3 | employee_data.xlsx | viewed
2023-03-21 09:24:52 | user2 | confidential_financials.xlsx | edited
2023-03-15 08:52:20 | user3 | team_meeting_notes.txt | viewed
2023-03-29 20:17:21 | user2 | confidential_financials.xlsx | edited
2023-03-30 05:23:56 | user1 | team_meeting_notes.txt | deleted
2023-03-26 14:03:53 | user1 | confidential_financials.xlsx | deleted
2023-03-13 04:37:44 | user1 | confidential_report_1.docx | edited
2023-03-05 06:51:45 | user1 | confidential_financials.xlsx | edited
2023-03-07 17:57:41 | user3 | confidential_financials.xlsx | edited
2023-03-25 07:29:55 | user3 | confidential_report_1.docx | deleted
2023-03-27 19:38:46 | user3 | confidential_report_1.docx | edited
2023-03-18 20:37:58 | user4 | team_meeting_notes.txt | edited
2023-03-07 19:48:46 | user3 | employee_data.xlsx | deleted
2023-03-17 07:47:29 | user4 | public_announcement.pdf | viewed
2023-03-21 15:32:13 | user4 | employee_data.xlsx | edited
2023-03-23 11:48:22 | user2 | team_meeting_notes.txt | viewed
2023-03-09 00:41:20 | user1 | public_announcement.pdf | viewed
2023-03-11 15:42:10 | user2 | team_meeting_notes.txt | viewed
2023-03-02 07:21:49 | user2 | confidential_report_1.docx | viewed
2023-03-26 11:42:47 | user4 | public_announcement.pdf | edited
2023-03-27 14:02:16 | user3 | public_announcement.pdf | viewed
2023-03-08 02:13:48 | user4 | team_meeting_notes.txt | deleted
2023-03-29 04:22:18 | user3 | employee_data.xlsx | deleted
2023-03-04 06:18:26 | user1 | public_announcement.pdf | deleted
2023-03-05 01:24:30 | user1 | public_announcement.pdf | edited
2023-03-22 04:23:24 | user3 | confidential_financials.xlsx | deleted
2023-03-21 16:03:27 | user2 | confidential_report_1.docx | edited
2023-03-20 00:51:25 | user3 | employee_data.xlsx | deleted
2023-03-28 15:44:34 | user2 | employee_data.xlsx | deleted
2023-03-17 14:19:47 | user2 | employee_data.xlsx | viewed
2023-03-02 14:31:19 | user2 | public_announcement.pdf | edited
2023-03-28 21:15:07 | user3 | confidential_financials.xlsx | viewed
2023-03-20 21:28:54 | user1 | confidential_financials.xlsx | viewed
2023-03-25 20:55:54 | user1 | confidential_report_1.docx | deleted
2023-03-09 00:05:49 | user4 | confidential_financials.xlsx | viewed
2023-03-14 21:39:09 | user3 | confidential_report_1.docx | viewed
2023-03-07 22:58:29 | user2 | team_meeting_notes.txt | viewed
2023-03-24 21:06:46 | user1 | employee_data.xlsx | viewed
2023-03-05 14:17:50 | user3 | confidential_financials.xlsx | edited
2023-03-06 08:55:40 | user4 | team_meeting_notes.txt | deleted
2023-03-11 04:43:24 | user2 | public_announcement.pdf | edited
2023-03-06 22:02:26 | user1 | public_announcement.pdf | deleted
2023-03-11 13:03:14 | user3 | employee_data.xlsx | edited
2023-03-23 07:44:35 | user4 | public_announcement.pdf | viewed
2023-03-24 19:48:15 | user1 | confidential_financials.xlsx | viewed
2023-03-22 19:58:15 | user4 | public_announcement.pdf | deleted
2023-03-19 02:00:27 | user3 | public_announcement.pdf | edited
2023-03-11 21:37:34 | user2 | public_announcement.pdf | deleted
2023-03-24 15:38:51 | user1 | confidential_financials.xlsx | edited
2023-03-17 04:55:33 | user2 | team_meeting_notes.txt | viewed
2023-03-23 13:22:11 | user2 | confidential_report_1.docx | deleted
2023-03-25 19:01:29 | user3 | team_meeting_notes.txt | viewed
2023-03-02 03:16:23 | user1 | public_announcement.pdf | deleted
2023-03-02 04:01:33 | user3 | confidential_financials.xlsx | viewed
2023-03-16 08:05:54 | user3 | team_meeting_notes.txt | deleted
2023-03-11 17:23:59 | user1 | confidential_report_1.docx | deleted
2023-03-12 18:44:19 | user4 | confidential_report_1.docx | viewed
2023-03-31 03:36:40 | user4 | team_meeting_notes.txt | edited
2023-03-06 07:32:57 | user4 | confidential_financials.xlsx | viewed
2023-03-31 19:13:27 | user1 | public_announcement.pdf | viewed
2023-03-04 16:02:54 | user3 | team_meeting_notes.txt | deleted
2023-03-26 15:45:45 | user3 | employee_data.xlsx | edited
2023-03-10 09:53:10 | user4 | team_meeting_notes.txt | viewed
2023-03-26 20:22:55 | user4 | confidential_financials.xlsx | edited
2023-03-08 14:44:11 | user1 | confidential_financials.xlsx | edited
2023-03-29 09:01:49 | user3 | public_announcement.pdf | deleted
2023-03-13 01:18:43 | user4 | team_meeting_notes.txt | deleted
2023-03-16 02:44:43 | user2 | team_meeting_notes.txt | viewed
2023-03-30 14:38:12 | user1 | public_announcement.pdf | viewed
2023-03-30 05:16:24 | user3 | team_meeting_notes.txt | deleted
2023-03-12 14:09:06 | user1 | confidential_report_1.docx | viewed
2023-03-31 10:00:34 | user4 | team_meeting_notes.txt | deleted
2023-03-02 21:40:40 | user4 | confidential_financials.xlsx | deleted
2023-03-14 20:25:14 | user2 | public_announcement.pdf | edited
2023-03-18 03:16:57 | user1 | employee_data.xlsx | edited
2023-03-18 10:26:06 | user2 | team_meeting_notes.txt | edited
2023-03-24 23:35:04 | user3 | team_meeting_notes.txt | viewed
2023-03-28 14:43:21 | user1 | confidential_financials.xlsx | deleted
2023-03-22 18:51:45 | user1 | employee_data.xlsx | edited
2023-03-05 10:27:56 | user1 | employee_data.xlsx | edited
2023-03-16 03:53:52 | user4 | public_announcement.pdf | viewed
2023-03-01 19:52:21 | user4 | public_announcement.pdf | deleted
2023-03-08 11:13:09 | user3 | public_announcement.pdf | viewed
2023-03-12 09:46:05 | user3 | confidential_financials.xlsx | edited
2023-03-21 15:11:20 | user2 | confidential_financials.xlsx | edited
2023-03-03 01:50:13 | user4 | confidential_report_1.docx | deleted
2023-03-05 07:02:27 | user4 | confidential_report_1.docx | deleted
2023-03-02 12:51:06 | user1 | team_meeting_notes.txt | viewed
2023-03-15 14:25:21 | user3 | public_announcement.pdf | edited
2023-03-09 03:31:56 | user1 | confidential_report_1.docx | viewed
2023-03-19 06:23:06 | user3 | employee_data.xlsx | edited
2023-03-30 04:54:39 | user1 | team_meeting_notes.txt | edited
2023-03-04 07:06:41 | user3 | employee_data.xlsx | viewed
2023-03-21 00:25:22 | user3 | team_meeting_notes.txt | edited
2023-03-02 07:15:33 | user4 | confidential_report_1.docx | viewed
2023-03-17 18:35:51 | user3 | confidential_financials.xlsx | viewed
2023-03-27 09:42:53 | user4 | confidential_report_1.docx | edited
2023-03-04 02:49:55 | user3 | public_announcement.pdf | deleted
2023-03-11 06:55:12 | user3 | public_announcement.pdf | edited
2023-03-15 04:27:27 | user4 | team_meeting_notes.txt | edited
2023-03-08 04:19:25 | user2 | confidential_financials.xlsx | edited
2023-03-02 05:44:16 | user3 | team_meeting_notes.txt | deleted
2023-03-30 03:25:51 | user4 | employee_data.xlsx | deleted
2023-03-30 10:48:45 | user3 | confidential_financials.xlsx | viewed
2023-03-07 08:38:44 | user3 | confidential_financials.xlsx | viewed
2023-03-03 17:49:50 | user4 | employee_data.xlsx | edited
2023-03-06 05:48:38 | user2 | team_meeting_notes.txt | viewed
2023-03-02 21:45:55 | user2 | confidential_report_1.docx | deleted
2023-03-06 06:26:02 | user1 | employee_data.xlsx | deleted
2023-03-04 20:49:33 | user2 | confidential_report_1.docx | deleted
2023-03-19 12:38:13 | user2 | confidential_financials.xlsx | viewed
2023-03-11 03:50:59 | user2 | team_meeting_notes.txt | deleted
2023-03-13 08:20:23 | user4 | team_meeting_notes.txt | viewed
2023-03-04 14:56:22 | user4 | confidential_financials.xlsx | edited
2023-03-23 11:42:57 | user4 | confidential_report_1.docx | deleted
2023-03-09 23:33:46 | user1 | public_announcement.pdf | viewed
2023-03-30 18:26:05 | user3 | confidential_financials.xlsx | edited
2023-03-27 00:08:42 | user4 | employee_data.xlsx | viewed
2023-03-04 15:30:22 | user4 | employee_data.xlsx | edited
2023-03-08 12:36:57 | user4 | confidential_report_1.docx | viewed
2023-03-17 22:46:33 | user2 | employee_data.xlsx | viewed
2023-03-17 02:12:41 | user4 | employee_data.xlsx | edited
2023-03-17 11:13:55 | user1 | employee_data.xlsx | deleted
2023-03-14 11:36:39 | user3 | team_meeting_notes.txt | viewed
2023-03-07 15:11:45 | user4 | confidential_report_1.docx | edited
2023-03-03 09:21:12 | user3 | employee_data.xlsx | edited
2023-03-01 08:41:31 | user4 | confidential_report_1.docx | edited
2023-03-13 20:42:06 | user4 | confidential_report_1.docx | deleted
2023-03-04 22:47:40 | user2 | employee_data.xlsx | viewed
2023-03-07 01:45:16 | user4 | public_announcement.pdf | viewed
2023-03-22 21:49:17 | user4 | employee_data.xlsx | viewed
2023-03-11 10:53:15 | user3 | confidential_report_1.docx | deleted
2023-03-02 19:53:41 | user2 | confidential_financials.xlsx | viewed
2023-03-02 18:42:16 | user4 | employee_data.xlsx | deleted
2023-03-31 17:27:15 | user3 | employee_data.xlsx | edited
2023-03-21 07:37:49 | user4 | team_meeting_notes.txt | deleted
2023-03-08 03:12:35 | user3 | public_announcement.pdf | deleted
2023-03-28 22:45:03 | user4 | confidential_report_1.docx | edited
2023-03-19 19:11:20 | user4 | team_meeting_notes.txt | edited
2023-03-20 09:11:46 | user3 | public_announcement.pdf | viewed
2023-03-22 00:20:24 | user2 | public_announcement.pdf | edited
2023-03-02 08:39:15 | user2 | employee_data.xlsx | deleted
2023-03-16 07:52:58 | user3 | confidential_financials.xlsx | edited
2023-03-21 03:39:01 | user1 | confidential_financials.xlsx | viewed
2023-03-04 02:38:56 | user2 | confidential_report_1.docx | deleted
2023-03-22 05:01:19 | user2 | team_meeting_notes.txt | edited
2023-03-08 11:51:50 | user2 | employee_data.xlsx | viewed
2023-03-04 08:03:17 | user2 | confidential_financials.xlsx | viewed
2023-03-13 10:53:45 | user1 | team_meeting_notes.txt | viewed
2023-03-22 09:22:05 | user4 | public_announcement.pdf | deleted
2023-03-02 22:01:27 | user3 | confidential_financials.xlsx | edited
2023-03-27 16:35:14 | user3 | confidential_financials.xlsx | edited
2023-03-17 06:04:52 | user1 | confidential_report_1.docx | deleted
2023-03-05 13:52:39 | user4 | team_meeting_notes.txt | edited
2023-03-02 17:52:48 | user1 | confidential_report_1.docx | deleted
2023-03-06 22:20:36 | user1 | public_announcement.pdf | viewed
2023-03-28 11:51:09 | user3 | confidential_report_1.docx | edited
2023-03-11 20:07:26 | user4 | public_announcement.pdf | viewed
2023-03-07 17:35:51 | user3 | confidential_report_1.docx | viewed
2023-03-28 18:59:26 | user4 | public_announcement.pdf | viewed
2023-03-05 19:02:59 | user2 | confidential_financials.xlsx | viewed
2023-03-27 14:45:39 | user4 | confidential_financials.xlsx | edited
2023-03-05 12:02:27 | user2 | confidential_financials.xlsx | viewed
2023-03-21 17:56:15 | user4 | confidential_report_1.docx | viewed
2023-03-12 03:24:51 | user1 | public_announcement.pdf | viewed
2023-03-09 07:36:54 | user2 | team_meeting_notes.txt | viewed
2023-03-19 15:22:38 | user2 | confidential_report_1.docx | edited
2023-03-15 05:32:13 | user4 | public_announcement.pdf | deleted
2023-03-16 01:34:29 | user4 | public_announcement.pdf | viewed
2023-03-26 06:40:02 | user4 | employee_data.xlsx | viewed
2023-03-16 05:59:14 | user3 | public_announcement.pdf | viewed
2023-03-27 05:02:59 | user4 | public_announcement.pdf | deleted
2023-03-03 16:18:21 | user3 | confidential_report_1.docx | edited
2023-03-06 11:18:10 | user4 | confidential_report_1.docx | deleted
2023-03-20 04:06:32 | user1 | team_meeting_notes.txt | deleted
2023-03-09 18:54:37 | user4 | team_meeting_notes.txt | deleted
2023-03-23 15:55:59 | user3 | confidential_report_1.docx | edited
2023-03-21 21:51:59 | user1 | team_meeting_notes.txt | deleted
2023-03-25 00:23:15 | user2 | team_meeting_notes.txt | edited
2023-03-24 23:39:24 | user2 | confidential_financials.xlsx | edited
2023-03-07 23:15:21 | user3 | public_announcement.pdf | edited
2023-03-19 06:17:44 | user1 | employee_data.xlsx | viewed
2023-03-01 21:37:02 | user2 | employee_data.xlsx | deleted
2023-03-27 12:06:19 | user2 | employee_data.xlsx | viewed
2023-03-23 20:46:17 | user3 | public_announcement.pdf | deleted
2023-03-21 07:03:18 | user4 | employee_data.xlsx | viewed
2023-03-31 09:16:20 | user3 | public_announcement.pdf | edited
2023-03-21 19:43:42 | user4 | public_announcement.pdf | deleted
2023-03-08 10:45:41 | user2 | employee_data.xlsx | viewed
2023-03-31 05:51:01 | user3 | employee_data.xlsx | edited
2023-03-31 00:13:44 | user1 | team_meeting_notes.txt | edited
2023-03-15 23:28:15 | user4 | employee_data.xlsx | deleted
2023-03-12 23:49:10 | user1 | public_announcement.pdf | viewed
2023-03-31 15:40:43 | user1 | employee_data.xlsx | edited
2023-03-27 15:49:14 | user4 | employee_data.xlsx | viewed
2023-03-06 22:48:50 | user1 | employee_data.xlsx | edited
2023-03-10 00:59:12 | user1 | confidential_financials.xlsx | deleted
2023-03-04 09:07:51 | user2 | public_announcement.pdf | edited
2023-03-25 03:38:37 | user1 | public_announcement.pdf | viewed
2023-03-25 00:26:41 | user2 | public_announcement.pdf | deleted
2023-03-05 11:47:51 | user3 | confidential_financials.xlsx | edited
2023-03-16 10:55:42 | user1 | public_announcement.pdf | viewed
2023-03-18 03:00:24 | user4 | employee_data.xlsx | deleted
2023-03-11 19:30:16 | user2 | confidential_financials.xlsx | deleted
2023-03-29 20:46:32 | user3 | confidential_report_1.docx | deleted
2023-03-27 14:07:43 | user3 | public_announcement.pdf | viewed
2023-03-14 18:50:54 | user3 | employee_data.xlsx | deleted
2023-03-06 12:01:00 | user3 | employee_data.xlsx | edited
2023-03-11 20:15:07 | user1 | confidential_financials.xlsx | viewed
2023-03-23 07:53:00 | user4 | team_meeting_notes.txt | edited
2023-03-10 20:02:05 | user2 | employee_data.xlsx | deleted
2023-03-08 22:26:03 | user2 | employee_data.xlsx | edited
2023-03-09 10:10:48 | user4 | public_announcement.pdf | edited
2023-03-18 01:53:38 | user4 | team_meeting_notes.txt | edited
2023-03-05 02:01:59 | user2 | confidential_report_1.docx | edited
2023-03-27 10:56:10 | user3 | confidential_report_1.docx | viewed
2023-03-22 08:27:15 | user1 | team_meeting_notes.txt | viewed
2023-03-14 11:47:28 | user3 | confidential_report_1.docx | edited
2023-03-22 17:39:35 | user2 | confidential_financials.xlsx | viewed
2023-03-11 00:05:20 | user3 | confidential_financials.xlsx | deleted
2023-03-05 19:32:39 | user1 | public_announcement.pdf | edited
2023-03-08 13:18:40 | user2 | public_announcement.pdf | deleted
2023-03-01 09:08:22 | user2 | confidential_financials.xlsx | viewed
2023-03-21 19:04:21 | user1 | confidential_financials.xlsx | edited
2023-03-04 05:08:27 | user3 | team_meeting_notes.txt | edited
2023-03-27 03:32:45 | user4 | confidential_report_1.docx | edited
2023-03-28 09:01:05 | user3 | public_announcement.pdf | deleted
2023-03-03 18:02:57 | user4 | employee_data.xlsx | deleted
2023-03-14 16:15:29 | user2 | employee_data.xlsx | edited
2023-03-01 09:15:45 | user4 | employee_data.xlsx | deleted
2023-03-10 08:23:57 | user4 | public_announcement.pdf | deleted
2023-03-28 01:54:59 | user2 | public_announcement.pdf | edited
2023-03-18 21:55:01 | user2 | team_meeting_notes.txt | edited
2023-03-30 15:25:41 | user4 | public_announcement.pdf | edited
2023-03-25 02:57:18 | user4 | employee_data.xlsx | edited
2023-03-01 19:53:02 | user1 | confidential_financials.xlsx | edited
2023-03-10 11:33:56 | user1 | confidential_financials.xlsx | edited
2023-03-15 11:59:49 | user4 | public_announcement.pdf | viewed
2023-03-08 14:34:50 | user2 | employee_data.xlsx | deleted
2023-03-04 09:07:24 | user4 | confidential_report_1.docx | deleted
2023-03-30 07:42:57 | user3 | employee_data.xlsx | viewed
2023-03-19 02:08:05 | user3 | public_announcement.pdf | viewed
2023-03-06 09:21:15 | user1 | team_meeting_notes.txt | edited
2023-03-01 22:55:44 | user2 | confidential_report_1.docx | deleted
2023-03-31 06:33:46 | user3 | employee_data.xlsx | edited
2023-03-24 13:54:09 | user2 | employee_data.xlsx | viewed
2023-03-19 23:23:55 | user3 | public_announcement.pdf | deleted
2023-03-08 00:43:56 | user1 | employee_data.xlsx | viewed
2023-03-14 07:03:44 | user1 | confidential_report_1.docx | viewed
2023-03-21 10:27:27 | user3 | confidential_report_1.docx | edited
2023-03-23 07:46:02 | user1 | employee_data.xlsx | deleted
2023-03-16 20:17:28 | user1 | employee_data.xlsx | edited
2023-03-26 17:21:05 | user4 | confidential_financials.xlsx | deleted
2023-03-23 16:03:43 | user3 | confidential_report_1.docx | edited
2023-03-02 08:48:31 | user3 | confidential_report_1.docx | deleted
2023-03-11 19:13:59 | user4 | team_meeting_notes.txt | edited
2023-03-06 21:22:53 | user2 | confidential_report_1.docx | deleted
2023-03-30 18:47:05 | user3 | team_meeting_notes.txt | viewed
2023-03-20 10:21:23 | user3 | public_announcement.pdf | viewed
2023-03-24 18:39:27 | user3 | employee_data.xlsx | deleted
2023-03-24 01:14:33 | user3 | confidential_report_1.docx | edited
2023-03-04 14:09:07 | user1 | confidential_financials.xlsx | viewed
2023-03-16 02:17:22 | user2 | confidential_financials.xlsx | viewed
2023-03-12 07:13:40 | user4 | confidential_report_1.docx | deleted
2023-03-29 22:04:15 | user2 | confidential_report_1.docx | edited
2023-03-02 05:38:00 | user3 | confidential_financials.xlsx | viewed
2023-03-21 14:27:50 | user2 | confidential_report_1.docx | viewed
2023-03-30 18:19:54 | user2 | confidential_report_1.docx | edited
2023-03-27 01:09:46 | user1 | confidential_financials.xlsx | viewed
2023-03-31 04:49:18 | user2 | employee_data.xlsx | edited
2023-03-27 05:49:41 | user3 | team_meeting_notes.txt | edited
2023-03-21 21:50:04 | user1 | confidential_report_1.docx | viewed
2023-03-15 14:27:31 | user1 | public_announcement.pdf | viewed
2023-03-28 21:41:48 | user3 | public_announcement.pdf | edited
2023-03-19 11:57:33 | user3 | public_announcement.pdf | viewed
2023-03-13 00:15:22 | user1 | confidential_report_1.docx | edited
2023-03-30 02:51:27 | user1 | confidential_report_1.docx | viewed
2023-03-02 01:51:26 | user4 | employee_data.xlsx | deleted
2023-03-27 18:35:01 | user4 | confidential_report_1.docx | deleted
2023-03-07 17:31:54 | user1 | confidential_report_1.docx | deleted
2023-03-25 23:44:29 | user3 | employee_data.xlsx | deleted
2023-03-14 00:58:44 | user1 | employee_data.xlsx | edited
2023-03-08 01:03:07 | user1 | employee_data.xlsx | deleted
2023-03-12 15:18:24 | user1 | confidential_report_1.docx | deleted
2023-03-19 16:38:15 | user1 | confidential_financials.xlsx | edited
2023-03-17 16:15:09 | user4 | employee_data.xlsx | edited
2023-03-29 07:53:24 | user4 | employee_data.xlsx | viewed
2023-03-11 20:59:21 | user1 | team_meeting_notes.txt | deleted
2023-03-23 02:13:41 | user2 | confidential_financials.xlsx | deleted
2023-03-20 15:14:22 | user1 | confidential_financials.xlsx | edited
2023-03-27 17:55:01 | user2 | employee_data.xlsx | viewed
2023-03-27 11:42:00 | user3 | team_meeting_notes.txt | edited
2023-03-07 22:35:13 | user2 | confidential_financials.xlsx | deleted
2023-03-18 08:02:39 | user2 | public_announcement.pdf | viewed
2023-03-16 05:53:23 | user4 | team_meeting_notes.txt | edited
2023-03-13 12:54:00 | user2 | employee_data.xlsx | viewed
2023-03-08 15:44:16 | user2 | public_announcement.pdf | deleted
2023-03-12 22:09:09 | user1 | public_announcement.pdf | viewed
2023-03-24 14:56:03 | user4 | public_announcement.pdf | viewed
2023-03-08 10:32:54 | user4 | team_meeting_notes.txt | edited
2023-03-15 18:46:45 | user4 | confidential_financials.xlsx | edited
2023-03-26 05:05:50 | user3 | confidential_financials.xlsx | deleted
2023-03-24 16:39:02 | user2 | confidential_financials.xlsx | deleted
2023-03-22 20:20:04 | user4 | team_meeting_notes.txt | deleted
2023-03-20 08:01:20 | user1 | team_meeting_notes.txt | deleted
2023-03-13 16:09:33 | user1 | confidential_financials.xlsx | viewed
2023-03-10 12:28:08 | user4 | employee_data.xlsx | viewed
2023-03-27 13:09:24 | user4 | employee_data.xlsx | viewed
2023-03-19 07:05:48 | user1 | confidential_report_1.docx | edited
2023-03-31 10:10:00 | user2 | confidential_financials.xlsx | edited
2023-03-20 19:54:05 | user4 | confidential_financials.xlsx | edited
2023-03-27 08:06:24 | user3 | confidential_report_1.docx | viewed
2023-03-11 18:07:03 | user1 | confidential_financials.xlsx | edited
2023-03-01 20:31:24 | user1 | team_meeting_notes.txt | edited
2023-03-24 14:52:02 | user2 | employee_data.xlsx | viewed
2023-03-22 02:51:42 | user3 | public_announcement.pdf | edited
2023-03-03 02:30:31 | user1 | confidential_financials.xlsx | edited
